Crop,N,P,K,pH,Temperature,Humidity,Rainfall,Yield_tons_per_hectare
Cotton,83.82,60.13,60.94,7.03,32.88,48.96,61.38,2.19
Sugarcane,159.1,94.45,94.39,5.97,32.65,73.17,309.09,7.36
Cotton,122.07,73.8,67.37,7.0,20.13,67.4,112.72,1.93
Maize,172.19,26.4,41.41,7.25,22.81,57.82,159.19,2.95
Soybean,101.46,57.54,44.55,6.37,26.07,76.53,127.4,1.75
Soybean,97.27,69.97,54.11,7.04,26.15,81.11,200.36,2.07
Wheat,97.56,57.38,84.78,6.25,18.04,56.57,106.74,2.79
Potato,161.3,65.78,112.11,5.92,13.55,67.87,171.8,2.48
Tomato,105.4,70.89,111.64,5.87,25.78,78.31,115.24,2.88
Potato,215.97,86.87,95.33,6.49,22.21,49.81,149.86,2.06
Tomato,131.9,56.13,78.3,6.07,27.67,86.55,77.62,2.51
Soybean,80.6,59.43,73.42,5.89,23.31,48.52,198.75,2.0
Onion,86.1,23.55,25.39,7.01,16.46,66.04,202.15,1.47
Onion,71.16,57.64,25.48,7.66,29.02,63.36,55.14,1.52
Soybean,71.13,67.67,70.79,5.98,31.05,76.18,104.61,1.7
Onion,103.49,28.81,70.47,6.24,24.74,64.19,71.97,1.68
Rice,112.4,16.15,31.76,6.12,27.81,73.15,111.6,2.52
Groundnut,79.13,54.93,44.25,6.06,26.74,55.7,126.35,1.12
Onion,64.86,55.07,0.83,7.01,14.95,64.04,40.27,1.46
Tomato,137.35,90.06,49.17,6.99,24.66,65.49,157.99,2.43
Wheat,141.53,40.15,47.34,7.47,27.43,59.65,10.64,2.43
Wheat,120.97,55.34,66.73,6.76,24.19,48.33,211.84,3.11
Sugarcane,172.61,81.73,108.21,6.61,27.54,86.03,286.88,7.69
Groundnut,35.12,37.78,41.02,6.12,26.32,59.76,53.41,1.69
Maize,107.74,55.66,47.62,5.67,28.84,44.47,213.48,3.2
Tomato,107.85,70.38,123.96,6.56,14.09,79.54,108.4,2.53
Rice,96.74,0.0,40.13,6.3,34.11,87.27,118.65,2.99
Tomato,133.49,29.06,81.12,7.02,17.93,83.78,44.37,2.39
Soybean,51.71,87.54,40.18,5.92,28.23,76.61,163.38,1.73
Groundnut,37.64,37.0,73.5,6.77,32.41,67.94,125.99,1.12
Soybean,99.0,62.29,75.27,6.9,28.75,53.16,125.55,1.76
Wheat,127.57,51.69,54.48,7.23,17.84,61.22,74.03,2.61
Rice,99.68,15.4,64.91,6.99,26.66,109.99,262.16,2.41
Wheat,142.39,61.32,44.47,6.47,24.97,54.02,144.91,2.5
Cotton,77.56,47.46,77.76,5.71,28.08,47.54,190.12,2.82
Sugarcane,189.22,65.56,102.34,7.1,39.86,91.67,293.27,7.08
Onion,120.33,55.3,54.83,6.02,27.31,66.08,94.96,1.68
Onion,76.19,56.35,15.02,7.19,16.73,44.41,191.09,1.37
Onion,78.34,72.69,87.09,6.03,17.22,56.17,146.74,1.81
Tomato,87.59,88.29,65.82,6.67,17.64,68.78,114.44,2.43
Tomato,131.55,39.86,62.33,6.72,30.71,69.77,145.18,2.77
Sugarcane,224.92,80.93,84.46,6.85,39.64,80.08,273.17,7.22
Potato,110.38,118.76,109.58,6.36,9.17,82.8,132.19,1.78
Groundnut,1.39,24.7,14.36,6.23,25.07,63.34,183.8,1.06
Soybean,12.65,55.16,73.87,6.46,33.65,74.53,38.09,1.56
Potato,158.91,101.61,136.39,6.45,20.2,81.76,141.6,1.91
Tomato,121.24,67.31,55.93,7.16,29.03,56.28,188.29,2.61
Onion,76.65,71.59,48.98,7.75,17.74,47.68,85.98,1.86
Maize,122.19,43.4,54.58,6.07,26.53,61.59,204.72,3.23
Groundnut,68.94,46.34,55.27,6.68,21.21,68.82,28.75,0.83
Rice,138.92,62.24,81.47,6.31,28.51,85.27,199.39,2.01
Potato,123.12,84.28,78.66,5.45,19.97,74.05,196.86,2.16
Wheat,102.56,68.47,43.76,6.67,16.91,57.9,238.62,2.35
Cotton,138.87,64.76,101.34,8.57,35.16,64.26,54.38,1.65
Soybean,90.81,26.04,62.31,5.43,31.76,66.78,136.33,1.67
Wheat,63.04,84.69,86.71,6.82,23.31,56.09,164.42,2.44
Wheat,136.65,86.82,70.38,7.01,16.19,55.21,190.5,2.27
Maize,183.17,64.38,33.63,6.25,28.37,64.85,259.44,3.21
Groundnut,12.66,48.16,24.96,6.2,28.6,64.84,175.31,1.16
Cotton,110.13,37.06,78.6,7.22,23.07,45.99,145.58,2.25
Groundnut,23.41,63.16,54.63,5.94,22.74,47.38,101.67,1.23
Potato,152.98,104.34,92.93,5.73,27.99,90.1,111.77,2.24
Sugarcane,209.86,104.07,136.29,7.24,31.19,81.89,309.5,7.53
Onion,116.14,18.83,40.24,7.21,23.25,73.26,194.36,1.38
Potato,184.14,73.39,118.71,5.98,28.64,76.3,117.97,2.25
Groundnut,39.72,72.76,48.96,7.44,26.44,59.0,69.81,1.48
Potato,156.93,85.62,101.34,5.7,13.59,71.25,207.08,2.63
Wheat,117.69,41.17,58.38,8.05,24.99,65.51,198.13,3.03
Potato,115.41,72.16,89.43,6.29,18.8,82.56,124.66,2.54
Potato,147.92,93.89,123.91,6.56,19.8,83.19,237.08,2.36
Groundnut,8.11,61.66,39.25,5.03,29.31,61.17,157.82,1.24
Wheat,74.83,63.37,67.6,7.05,20.1,49.31,143.05,2.59
Cotton,132.18,57.59,64.44,7.86,26.66,60.58,111.65,2.53
Rice,82.61,42.33,37.2,6.6,34.0,88.46,201.4,3.68
Wheat,146.19,51.24,32.39,6.79,22.07,65.97,217.96,2.3
Rice,66.83,16.45,13.22,6.19,29.83,87.71,152.58,2.53
Groundnut,0.0,54.29,25.36,7.03,29.05,58.29,67.94,0.96
Wheat,78.96,47.56,46.02,6.5,21.89,65.14,127.07,2.93
Maize,97.6,71.16,45.63,6.52,21.51,64.93,168.72,3.51
Sugarcane,161.04,67.64,94.23,7.0,29.01,73.91,223.87,7.14
Onion,74.39,80.48,34.01,6.61,18.38,57.59,101.23,1.58
Maize,136.22,64.33,35.6,7.0,35.28,56.25,199.7,3.57
Onion,120.06,63.94,54.11,6.78,19.83,57.35,95.16,1.53
Maize,132.18,92.14,51.97,7.25,32.35,63.23,190.37,3.53
Groundnut,5.62,30.94,56.86,6.3,36.23,69.72,63.44,1.38
Onion,90.85,74.34,40.27,6.27,18.02,57.55,57.99,1.58
Soybean,105.7,95.92,23.4,7.13,23.61,73.48,47.29,1.73
Potato,89.84,86.28,105.15,6.1,14.33,80.5,169.55,2.15
Sugarcane,220.16,98.09,110.58,7.14,31.08,80.75,230.1,7.38
Soybean,88.28,83.79,55.98,6.66,25.79,77.39,120.7,1.88
Maize,183.16,59.39,67.79,7.35,27.83,52.51,181.36,3.41
Maize,135.12,72.86,65.38,6.57,24.14,62.59,238.19,3.6
Soybean,42.97,28.53,57.25,6.12,29.34,56.69,103.05,1.45
Soybean,93.04,72.98,56.77,5.96,22.27,72.34,45.61,1.88
Rice,125.51,36.4,10.23,6.2,24.85,101.4,283.28,2.7
Tomato,109.71,84.01,57.33,7.04,28.64,68.49,176.96,2.46
Sugarcane,162.05,119.56,98.3,7.5,39.1,67.78,242.83,7.53
Potato,170.06,66.0,80.9,5.74,14.31,77.37,153.92,2.31
Tomato,94.78,58.58,38.89,6.57,29.88,55.75,144.17,2.42
Soybean,104.08,63.17,58.09,6.53,32.64,73.47,94.73,1.95
Soybean,68.93,63.25,41.6,6.16,27.0,70.56,183.2,1.94
Rice,20.57,32.72,7.47,6.71,19.63,70.12,181.88,2.67
Sugarcane,167.81,100.25,111.6,7.94,33.89,85.94,293.22,7.14
Sugarcane,210.79,116.97,80.87,6.91,25.98,82.73,246.54,7.31
Cotton,61.55,48.65,58.65,7.12,22.29,56.78,98.05,1.92
Wheat,80.18,36.46,55.87,7.06,21.35,63.08,112.07,2.76
Tomato,106.73,69.0,76.72,6.69,22.93,73.94,119.63,2.99
Wheat,95.44,24.6,40.53,7.53,19.23,60.92,97.32,2.44
Onion,69.32,32.48,41.95,7.02,24.76,70.79,20.6,1.64
Maize,144.1,39.36,50.32,6.67,27.56,65.81,152.53,3.85
Groundnut,0.0,48.71,4.73,5.74,29.62,47.26,28.81,1.59
Groundnut,0.0,83.01,36.56,5.94,29.83,73.37,42.7,1.06
Sugarcane,225.41,105.76,122.04,7.46,39.04,76.79,261.09,7.33
Potato,145.73,96.96,104.74,6.39,22.72,79.28,175.09,2.12
Wheat,103.49,76.87,88.47,6.03,17.16,60.24,106.04,2.34
Cotton,114.25,81.63,29.36,6.91,30.32,62.8,135.96,2.31
Potato,150.87,106.24,87.07,6.03,11.94,84.01,143.98,2.33
Onion,90.6,61.73,57.95,6.3,17.32,64.72,132.98,2.16
Groundnut,39.09,70.15,7.74,7.21,30.03,59.5,91.77,1.12
Tomato,95.36,98.21,60.22,6.0,20.49,58.02,120.77,2.65
Soybean,61.69,32.53,55.84,6.47,31.01,65.45,116.99,1.84
Tomato,122.67,52.15,68.91,5.57,21.17,77.15,162.51,2.68
Soybean,118.98,59.43,23.24,5.67,32.09,66.27,69.3,1.26
Tomato,108.13,68.1,66.05,5.97,21.25,82.43,50.35,2.56
Wheat,156.32,69.88,63.58,6.68,20.15,54.62,107.03,2.45
Groundnut,53.52,48.79,46.29,6.28,29.2,57.45,75.92,1.27
Groundnut,0.0,27.56,32.69,5.4,20.09,70.42,111.21,1.11
Potato,218.15,47.04,119.51,5.94,21.93,76.09,56.39,1.97
Tomato,130.07,16.16,118.88,6.66,27.36,58.34,154.53,2.57
Maize,157.61,69.81,32.13,6.69,22.44,70.72,137.51,3.79
Cotton,74.83,44.75,82.32,6.65,31.25,60.53,106.45,2.45
Tomato,122.33,82.05,115.87,6.38,27.22,63.62,68.36,2.52
Tomato,79.12,41.25,91.83,6.24,27.55,72.99,212.56,2.57
Wheat,153.43,68.04,66.23,7.58,23.34,62.1,160.28,2.77
Maize,129.86,55.72,78.51,7.73,20.36,58.31,237.13,3.41
Groundnut,50.29,67.93,35.19,6.36,28.26,51.42,115.75,1.64
Wheat,109.98,63.05,64.13,6.86,23.38,53.2,216.63,2.92
Sugarcane,171.9,133.96,103.36,6.84,35.52,79.95,161.4,6.99
Cotton,108.37,6.81,71.7,7.08,22.08,57.71,120.37,1.86
Wheat,147.59,76.76,54.21,6.9,23.63,57.99,53.45,2.68
Maize,125.6,62.2,79.16,6.73,25.01,70.1,205.27,3.26
Groundnut,28.19,50.72,45.44,6.34,39.94,48.24,149.0,1.87
Maize,164.78,56.99,83.29,5.7,21.58,76.72,161.49,3.64
Onion,54.65,27.76,39.37,7.01,20.89,60.1,171.02,1.86
Soybean,67.57,25.8,6.85,6.62,29.28,70.63,126.45,1.5
Soybean,99.65,93.56,5.66,6.46,21.15,55.1,73.5,1.64
Tomato,132.15,89.21,80.18,5.62,22.81,56.14,59.66,2.73
Maize,155.83,81.75,42.85,7.2,22.93,76.17,197.23,3.68
Tomato,126.36,59.64,111.92,6.62,23.99,67.62,162.16,2.89
Soybean,71.78,36.89,31.96,6.41,32.74,67.5,100.29,1.51
Soybean,125.41,71.38,65.92,6.98,25.18,70.85,204.43,1.76
Maize,167.63,87.41,62.86,6.74,24.83,72.78,218.8,3.8
Potato,166.53,91.93,91.08,5.71,21.9,69.26,148.96,2.58
Onion,136.62,56.04,44.08,6.74,26.34,64.64,72.09,1.97
Maize,155.45,58.45,59.58,7.29,19.96,63.0,167.67,3.77
Onion,118.96,38.97,20.14,7.32,16.4,67.71,93.4,1.67
Maize,199.54,130.77,17.33,7.29,24.22,75.48,227.86,3.06
Potato,158.55,62.21,118.55,6.06,16.83,70.24,200.32,2.6
Cotton,64.14,62.44,62.55,6.27,28.74,46.67,41.11,1.94
Maize,119.17,57.07,23.48,6.6,21.43,68.76,209.68,3.4
Maize,142.94,64.75,33.26,6.39,28.52,47.4,175.96,3.57
Groundnut,47.97,21.5,40.25,6.37,17.48,49.26,95.41,1.47
Potato,155.47,91.21,78.41,5.21,18.42,62.71,106.73,2.48
Tomato,125.67,48.64,66.04,6.81,25.06,57.85,22.61,3.07
Rice,43.33,50.55,70.21,6.57,25.0,65.74,128.0,2.64
Groundnut,73.53,42.09,28.89,6.55,23.57,62.74,102.09,1.03
Rice,79.53,75.26,52.09,7.05,23.41,90.96,231.95,2.52
Potato,166.19,69.73,69.08,6.06,20.7,76.52,144.54,2.19
Maize,224.0,46.35,67.46,6.81,20.73,64.52,110.35,2.98
Sugarcane,198.59,68.98,110.13,6.72,22.74,64.2,358.8,6.8
Soybean,93.08,44.97,43.0,6.8,28.77,63.19,62.11,2.06
Onion,116.57,44.3,58.84,6.58,17.86,65.04,125.95,1.86
Onion,115.27,34.79,81.64,6.63,21.41,51.81,90.31,1.75
Potato,172.88,111.24,110.4,6.14,15.77,68.38,198.51,2.38
Soybean,47.69,74.46,63.01,5.94,28.7,59.5,8.54,1.71
Potato,157.73,77.7,157.34,6.19,18.74,79.3,127.93,2.42
Soybean,90.83,66.3,37.52,5.72,23.49,72.83,107.77,2.04
Potato,143.03,88.61,80.46,6.1,14.8,59.62,141.74,2.62
Potato,106.24,82.39,115.95,7.15,15.54,68.68,91.67,2.41
Maize,123.98,62.59,13.02,7.24,30.79,73.46,99.73,3.34
Wheat,69.82,61.16,64.1,7.16,22.67,59.92,51.88,2.71
Tomato,122.93,41.95,48.61,7.27,30.16,77.06,86.19,2.07
Rice,102.94,47.33,32.51,7.06,32.24,81.76,201.75,3.06
Sugarcane,220.4,82.85,108.52,6.74,36.68,80.32,215.59,7.34
Cotton,74.39,80.08,102.46,7.35,35.78,56.52,158.18,2.15
Rice,79.83,41.42,58.67,6.82,24.22,58.13,191.22,2.75
Cotton,70.27,32.51,58.63,7.41,33.19,60.09,151.63,2.22
Sugarcane,125.1,100.2,64.07,7.45,19.53,73.2,277.39,6.49
Onion,128.85,60.13,57.62,7.15,20.2,66.52,100.5,1.76
Cotton,79.84,25.15,63.26,6.8,24.32,63.52,61.39,2.07
Maize,184.99,88.18,74.33,6.5,28.92,54.37,166.21,3.26
Potato,132.72,72.76,90.13,5.51,22.28,73.18,160.07,2.34
Tomato,121.64,61.86,73.89,7.21,27.8,70.18,97.65,2.85
Potato,162.53,110.0,72.54,6.33,23.63,60.13,140.94,1.93
Onion,112.92,42.83,47.4,6.59,25.6,67.29,111.55,1.89
Onion,117.17,44.76,84.02,6.18,13.37,46.91,-3.98,1.68
Wheat,136.54,84.16,38.87,7.37,20.28,61.67,181.28,2.41
Tomato,197.62,86.64,69.37,5.95,23.56,71.82,173.28,2.05
Wheat,128.56,29.42,68.73,6.95,29.68,44.54,218.53,2.16
Cotton,60.18,16.46,75.01,6.41,21.26,57.03,142.59,1.96
Onion,95.13,86.58,52.92,7.2,22.71,54.02,127.49,1.58
Groundnut,27.27,56.11,1.17,5.4,31.55,53.36,69.18,1.46
Onion,88.43,58.35,48.98,6.9,18.49,66.94,155.25,1.72
Rice,107.46,38.97,54.69,6.56,27.83,83.5,260.68,3.06
Potato,164.36,72.63,131.42,6.32,18.39,73.77,198.9,2.14
Onion,46.51,51.45,73.8,7.6,21.46,65.44,125.98,1.54
Sugarcane,215.49,98.29,120.23,7.56,34.05,72.95,346.3,7.5
Soybean,87.42,44.78,48.06,6.56,22.06,67.08,121.71,2.05
Wheat,67.12,57.29,52.45,6.99,25.18,80.52,183.92,2.29
Sugarcane,189.64,111.92,109.67,7.69,29.51,71.36,337.62,7.52
Cotton,69.5,79.5,40.08,5.25,31.85,64.11,140.7,1.63
Rice,78.23,34.44,29.25,7.21,22.77,83.16,259.7,3.25
Potato,187.23,91.27,108.59,6.18,21.07,71.14,84.91,2.4
Cotton,134.85,55.04,59.03,6.22,28.43,41.51,45.55,2.12
Groundnut,7.09,56.91,36.81,5.9,18.48,51.47,59.19,1.13
Wheat,110.13,37.05,56.73,7.12,15.87,64.25,81.93,2.44
Potato,146.6,93.74,117.35,6.81,16.12,73.72,98.37,2.04
Wheat,126.86,44.48,84.65,6.27,22.43,49.94,108.98,2.7
Sugarcane,179.72,89.68,83.76,8.09,26.91,75.52,239.9,7.44
Sugarcane,181.56,95.98,107.88,6.77,35.45,86.85,280.32,7.51
Tomato,30.28,68.49,72.17,6.38,14.51,74.94,47.57,2.29
Groundnut,57.14,40.61,64.32,5.83,30.0,46.95,151.56,1.36
Tomato,134.05,52.13,51.96,6.3,29.55,71.3,42.35,2.37
Soybean,117.59,69.76,25.32,5.62,22.87,51.49,122.21,2.21
Maize,102.09,66.28,76.24,7.17,24.26,63.54,122.2,3.28
Tomato,127.3,82.1,67.6,6.41,19.25,72.25,159.19,2.79
Maize,114.89,72.94,36.45,7.31,24.19,49.8,169.01,3.65
Sugarcane,207.32,89.76,88.29,6.71,28.03,66.44,298.5,7.35
Sugarcane,203.67,101.09,118.91,7.74,33.48,78.53,197.57,7.35
Rice,54.63,55.04,41.47,6.93,33.01,72.74,201.6,2.99
Tomato,110.17,49.3,103.7,6.53,24.07,61.97,153.76,2.51
Groundnut,43.65,59.64,31.75,6.36,27.93,59.61,100.65,1.53
Onion,103.9,51.2,27.92,6.72,23.32,65.97,147.69,1.93
Cotton,73.89,46.67,63.77,7.0,27.99,61.12,128.87,2.54
Tomato,127.23,43.39,70.65,6.8,15.93,56.54,120.53,2.89
Onion,139.21,45.66,71.22,6.84,14.34,64.92,69.05,1.8
Maize,149.23,44.44,20.01,6.79,12.9,59.82,191.55,3.09
Groundnut,59.82,73.82,19.67,6.05,31.97,59.99,30.28,1.08
Cotton,74.41,72.16,82.12,6.84,28.71,41.92,82.31,2.4
Cotton,101.61,68.6,74.64,7.66,18.01,53.12,202.24,2.39
Tomato,159.76,59.86,69.26,5.99,18.52,78.07,145.66,2.62
Cotton,115.25,52.85,89.24,7.48,22.67,57.74,36.56,2.22
Onion,118.13,23.73,41.67,6.8,23.17,62.21,41.39,1.67
Wheat,70.43,55.35,51.17,6.93,17.2,44.92,131.68,2.76
Maize,187.84,118.79,83.83,6.2,22.96,64.77,175.72,2.98
Soybean,152.23,38.36,35.73,7.32,22.92,73.94,181.73,1.61
Rice,85.75,58.77,22.14,6.25,30.68,59.31,270.83,2.95
Cotton,104.59,17.39,44.27,6.8,32.04,34.23,159.42,1.95
Maize,143.3,75.07,55.39,6.44,28.12,41.81,157.48,3.78
Maize,139.65,33.46,65.16,6.18,24.66,66.53,180.99,3.68
Sugarcane,198.4,108.55,98.88,7.51,36.97,76.38,289.09,7.97
Maize,190.72,62.29,70.73,6.92,30.59,70.69,193.78,3.47
Groundnut,37.66,55.89,36.82,6.07,35.82,64.78,71.33,1.53
Sugarcane,231.69,85.28,70.36,6.5,21.36,62.01,190.96,7.18
Soybean,78.61,52.73,21.13,6.43,17.31,66.31,233.22,1.99
Potato,143.71,93.96,89.57,5.6,26.52,63.58,132.29,2.32
Maize,121.91,83.01,43.87,7.13,27.93,62.57,265.53,3.42
Tomato,160.47,83.5,115.42,6.59,20.06,90.77,103.26,2.19
Cotton,94.31,30.37,80.52,6.7,26.56,64.68,151.18,2.23
Soybean,85.13,60.25,41.38,6.5,28.45,68.74,150.99,1.92
Soybean,61.88,45.31,38.7,7.14,29.63,59.23,151.87,1.81
Potato,129.53,50.29,119.44,5.32,17.74,65.54,188.79,2.11
Wheat,115.97,57.99,66.05,7.01,19.78,54.82,71.26,2.63
Wheat,141.55,53.88,46.72,6.3,11.4,52.97,194.4,2.48
Soybean,92.01,47.94,62.78,6.32,19.84,67.31,221.7,2.25
Onion,114.6,47.26,56.08,6.96,21.8,69.41,110.41,1.81
Cotton,64.14,40.8,85.99,6.98,29.5,52.17,67.02,2.07
Groundnut,0.0,28.27,64.11,5.99,23.29,76.18,140.75,1.02
Potato,162.83,75.28,86.15,6.24,16.38,75.75,201.07,2.51
Potato,133.5,89.72,77.44,6.23,18.74,78.79,135.13,2.71
Groundnut,2.96,69.43,19.37,6.45,29.88,60.55,75.23,1.22
Tomato,128.01,95.8,62.55,6.22,25.42,67.44,115.0,2.8
Rice,0.0,28.04,5.15,5.9,40.02,85.98,247.58,2.01
Wheat,142.76,24.67,80.77,6.59,17.34,65.05,165.82,2.44
Potato,109.11,82.0,119.21,5.73,24.57,66.27,150.33,2.51
Groundnut,9.56,71.08,79.49,6.29,24.36,52.27,165.23,1.38
Wheat,163.48,59.34,80.76,6.98,15.58,71.24,231.69,2.29
Onion,68.82,50.8,69.12,6.23,23.14,59.1,135.04,1.55
Soybean,103.15,56.84,31.26,6.53,16.31,64.41,146.87,1.51
Sugarcane,122.87,53.21,126.54,7.16,27.34,84.45,229.78,6.47
Soybean,80.77,50.58,55.88,6.89,25.08,65.39,112.87,1.62
Sugarcane,208.49,75.82,112.59,7.15,30.53,82.0,203.67,7.5
Potato,158.03,76.3,81.44,6.3,21.52,76.14,96.48,2.21
Cotton,98.19,63.77,38.33,6.72,25.99,54.17,54.93,2.12
Groundnut,20.69,29.25,37.64,5.93,29.48,51.15,104.49,1.37
Cotton,82.01,55.95,74.69,6.79,26.65,40.46,190.14,2.39
Groundnut,49.54,18.1,28.09,6.03,17.34,68.9,172.69,1.63
Onion,68.62,52.35,76.46,6.67,19.17,46.34,156.63,1.62
Tomato,98.12,65.68,83.06,6.58,22.91,86.22,113.32,3.11
Maize,166.92,77.02,47.73,7.29,25.56,55.68,131.73,3.82
Tomato,92.78,58.76,101.14,6.65,20.39,84.1,147.39,2.86
Potato,81.97,86.62,116.84,6.85,10.68,87.06,232.22,1.61
Groundnut,44.36,62.35,33.46,5.95,30.34,53.85,89.14,1.64
Rice,132.62,50.76,42.67,6.24,22.95,91.1,192.33,3.01
Rice,70.11,27.01,48.42,6.46,21.97,98.17,168.65,3.23
Wheat,145.26,34.81,39.95,6.85,15.67,77.26,139.99,2.64
Potato,165.41,85.28,100.81,6.62,13.87,92.26,85.64,2.46
Rice,37.85,33.69,41.87,6.26,27.09,66.13,150.63,3.04
Wheat,120.89,46.19,86.49,6.39,18.19,54.94,180.75,2.66
Maize,146.76,33.12,67.3,6.69,25.58,57.51,134.71,3.73
Potato,96.8,58.92,129.61,6.32,16.37,87.47,172.34,2.11
Potato,156.77,89.3,110.11,7.1,17.03,73.36,88.16,2.31
Rice,135.89,59.69,29.13,6.52,21.52,70.31,207.47,2.44
Soybean,48.66,69.8,48.35,5.72,15.62,64.3,50.59,1.45
Sugarcane,233.87,98.05,94.69,7.11,24.31,79.11,243.46,7.35
Maize,131.77,45.45,41.88,6.68,22.84,65.55,176.07,3.62
Cotton,128.29,61.86,89.09,6.58,25.46,61.54,153.57,1.98
Maize,168.35,51.13,59.62,6.79,18.08,60.66,289.11,3.51
Cotton,169.01,21.12,85.01,5.73,28.0,61.31,161.89,1.63
Wheat,151.17,49.33,56.72,6.78,14.32,75.7,152.4,2.86
Groundnut,61.34,30.64,64.32,6.45,21.8,64.49,48.85,1.41
Cotton,124.41,48.58,95.3,6.21,24.25,52.48,231.78,1.89
Wheat,68.78,31.11,78.12,6.7,19.2,67.63,142.1,2.41
Groundnut,46.06,41.39,36.67,6.32,31.34,52.08,-51.03,1.54
Maize,177.83,74.0,55.37,6.52,27.5,73.53,182.82,4.19
Rice,33.09,43.26,16.51,6.94,20.09,66.66,168.34,2.67
Soybean,62.14,48.29,46.38,6.38,33.44,76.86,113.77,2.37
Cotton,114.75,30.62,75.13,7.27,24.56,44.47,124.32,2.14
Sugarcane,244.37,114.82,87.18,7.41,36.34,61.06,198.86,7.07
Soybean,81.07,58.96,43.78,6.34,27.92,81.34,105.95,2.6
Wheat,178.82,86.59,72.45,8.0,18.55,51.67,123.7,2.14
Wheat,123.65,66.0,64.02,6.99,20.67,77.36,181.0,3.04
Rice,85.72,7.69,3.72,7.54,25.34,73.83,212.28,2.64
Sugarcane,220.31,135.49,130.01,6.79,34.84,71.16,243.12,6.73
Potato,99.21,79.37,80.88,6.46,16.59,78.09,218.38,1.88
Wheat,98.26,63.62,66.25,7.55,24.34,60.97,165.17,2.81
Maize,105.91,66.87,54.97,7.03,20.38,52.31,168.27,3.97
Tomato,95.42,83.48,111.69,6.52,20.6,75.13,129.75,2.32
Sugarcane,180.24,109.07,118.67,7.04,29.65,81.69,241.38,7.41
Onion,77.34,34.55,103.38,6.7,28.83,81.84,90.82,1.52
Potato,153.07,47.76,68.96,6.02,15.88,93.92,138.17,2.58
Rice,65.71,78.24,50.13,6.78,25.44,85.77,284.64,2.65
Rice,69.82,35.06,72.4,6.93,35.24,83.14,201.97,2.95
Groundnut,62.1,45.06,67.37,6.38,14.97,68.83,36.38,1.26
Wheat,147.05,66.6,70.87,7.55,17.52,67.93,208.15,2.99
Soybean,46.83,68.17,30.77,6.0,27.8,70.77,187.25,1.72
Maize,145.98,74.23,32.76,6.44,30.58,59.51,239.12,3.74
Potato,103.57,90.61,110.45,6.21,17.29,65.6,217.31,2.17
Wheat,93.5,69.15,45.14,6.53,18.12,53.35,104.39,2.78
Sugarcane,196.59,125.05,82.91,6.34,30.74,93.56,276.55,7.96
Soybean,89.96,64.71,6.89,6.71,26.84,65.93,123.16,1.82
Wheat,114.6,101.79,52.58,7.08,17.98,67.83,158.84,2.53
Wheat,62.22,64.87,53.81,6.97,14.09,74.33,192.84,2.79
Wheat,154.41,71.85,37.15,7.92,15.36,57.32,185.35,2.62
Groundnut,47.17,41.99,27.86,7.47,26.8,58.38,64.32,1.46
Groundnut,35.94,49.68,47.63,7.08,24.02,60.43,67.61,1.68
Cotton,82.95,39.49,40.81,7.05,30.15,73.6,143.48,2.04
Maize,109.21,45.57,24.09,7.74,26.44,59.17,132.01,3.01
Soybean,61.72,86.33,49.4,5.78,37.55,58.6,100.46,2.1
Maize,162.45,60.6,25.37,6.32,20.47,65.07,189.55,3.47
Maize,148.82,48.99,55.86,7.44,24.19,63.18,184.15,3.94
Wheat,93.16,89.02,68.42,7.01,26.07,48.18,176.1,2.58
Onion,71.94,59.21,55.67,6.71,26.31,59.28,113.52,1.73
Tomato,101.56,70.06,75.85,5.76,14.99,77.89,58.97,2.7
Rice,81.65,32.63,79.13,6.59,31.78,82.85,188.42,2.86
Tomato,163.76,81.76,119.04,6.61,19.62,65.59,60.61,2.47
Maize,132.42,8.89,99.28,6.51,22.12,81.72,119.59,2.96
Potato,132.38,53.52,134.11,6.46,22.6,78.68,179.96,1.88
Groundnut,33.35,31.42,12.22,6.41,32.79,56.17,89.4,1.22
Sugarcane,200.22,115.2,115.83,7.47,26.91,68.5,289.77,7.67
Maize,144.84,61.48,73.34,6.62,28.73,63.63,127.62,3.87
Soybean,83.6,45.79,22.18,5.85,24.14,89.25,100.77,2.16
Tomato,116.08,36.38,70.54,5.86,19.72,61.14,24.81,2.91
Potato,156.33,66.27,104.44,5.58,4.64,104.57,159.48,2.1
Sugarcane,141.98,70.12,133.09,7.95,33.77,63.85,325.5,6.64
Wheat,139.65,68.92,29.86,6.4,17.45,66.44,80.98,2.48
Wheat,114.7,75.85,73.49,6.49,27.23,48.37,204.61,2.51
Maize,154.92,74.52,53.95,7.14,26.96,72.84,203.23,3.57
Wheat,128.09,48.72,37.81,6.86,20.92,62.5,202.8,2.93
Tomato,130.09,70.34,81.91,6.88,26.43,69.46,227.6,2.63
Soybean,123.63,32.91,66.27,7.22,16.46,71.39,165.77,1.66
Groundnut,41.34,52.72,18.12,7.38,24.48,64.34,67.66,0.99
Soybean,52.26,31.05,71.83,6.2,23.43,59.36,134.7,1.58
Groundnut,59.77,56.04,28.56,6.63,27.04,60.21,26.87,1.25
Maize,159.65,96.67,34.96,7.94,27.78,49.81,137.74,3.7
Sugarcane,237.3,100.36,103.0,6.62,36.61,65.12,292.24,7.67
Cotton,101.44,69.35,106.95,7.13,27.12,54.33,82.85,1.98
Wheat,133.27,56.72,66.55,6.26,19.54,70.3,94.05,2.78
